5404	당신이 내일 아침에 일어나서 우주가 사라졌다는 것을 알게 된다면 수학은 당신이 계속해서 연구할 수 있는 과학의 한 부분입니다.	1695	Mathematics is the part of science you could continue to do if you woke up tomorrow and discovered the universe was gone.
5405	나 머리 아파.	1712	I have a headache.
5406	과거는 되돌릴 수 없습니다. 미래는 알 수 없는 것이지만 바꿀 수 있는 것입니다.	1744	The past can only be known, not changed. The future can only be changed, not known.
5407	다른 할 말이 없으면, 나한테 인사할 필요가 없어.	1768	There's no point saying "Hi, how are you?" to me if you have nothing else to say.
5408	이러한 사전에는 냉장고에 대한 적어도 두가지의 예문이 있어야 한다.	1769	In a dictionary like this one there should be at least two sentences with "fridge".
330711	안녕, 톰.	54604	Hello, Tom.
330712	내 안경은 어디 있어요?	438930	Where are my glasses?
330713	자리 있어요?	18175	Are seats available?
330714	넌 가야 해요.	16159	You have to go.
330715	안녕하세요. 난시입니다.	242649	Hello, I am Nancy.
330716	저희 행복해요.	438940	We are happy.
330717	저는 항상 바빠요.	253162	I'm busy all the time.
330718	효고 대학생입니다.	261625	I am a student at Hyogo University.
330719	사랑해요.	1434	I love you.
331283	네, 그래요. 공기 중에 습기가 너무 많아요.	331284	Yes, it is. There's a lot of moisture in the air.
342113	하늘은푸른이에요.	18275	The sky is blue.
352612	미안하다 사랑한다.	352615	I'm sorry, I love you.
367941	저이 채식주의 예요.	367935	I am a vegetarian.
367963	이것이 고기 들어가요?	367958	Does this food contain any meat?
373213	저는 최근에 그분한테서 연락이 업서요.	260002	I don't have contact recently from him.
373218	저는 일본어를 못 해요.	1482	I don't speak Japanese.
385112	당신을 너무 오래 기다리게 해서 죄송합니다.	54635	I am sorry to have kept you waiting so long.
385113	너무 이른 아침에 전화를 해서 죄송합니다.	54636	Please excuse me for calling you so early in the morning.
385114	난 이렇게 비싼 식당에서 식사를 할 여유가 안되요.	54638	I can't afford to eat in such an expensive restaurant.
385115	2월에 이런 따뜻한 날씨는 비정상이야.	54640	This warm weather is abnormal for February.
392055	안녕하세요.	373330	Hello!
392055	안녕하세요.	499689	Good afternoon.
392055	안녕하세요.	855284	Good day!
392055	안녕하세요.	2258234	Good morning.
400470	그게뭐야?	42849	What is it?
447683	나는 김밥을 먹고십어요	491443	I want to eat kimbap.
461974	저는 미국사람 이에요	461975	I am American.
465576	이 CD 는 10 달러 입니다.	692928	This CD costs $10.
471201	한국에 너희들을 만나요!	471204	I'll meet you guys in Korea!
472088	나는 학교에 가요.	472089	I go to school.
472090	나는 한국말을 공부해요.	472091	I study Korean.
472092	내친구는 한국어를 공부해요.	472093	My friend studies Korean.
472099	우리들은 노래방에서 소주를 마셨어요.	472100	We drank soju at the karaoke bar.
472896	오늘 숙제가 너무 많아요.	472895	Today, I have a lot of homework.
477032	대단히 감사합니다!	1564	Thank you very much!
480005	지난 방학 때 뭐 했어요?	480006	What did you do last vacation?
480026	나는 책을 읽을 거예요.	480027	I will read a book.
500823	바쁘세요?	68948	Are you busy?
500829	죽어!	515086	Screw you!
503815	사랑은 사랑을 사랑해요.	477374	Love loves love.
505251	여기에 있는 동안 뭘 하고 싶으세요?	424893	What do you want to do while you're here?
505327	당신이 날 필요하면, 난 어딘가에있을거야.	249685	If you need me, I'll be somewhere around.
505349	그는 하루 종일 편지를 찾고 있었다.	3002103	He was looking for a letter all day long.
505391	런던행 열차를 시간표 확인하세요.	29255	Look up the trains to London in the timetable.
505411	올림픽은 4 년마다 열린다.	64806	The Olympic Games are held every four years.
505451	그 수줍은 소년은 그녀의 앞에서 완전히 쑥스러웠다.	44657	The shy boy was utterly embarrassed in her presence.
507530	당신은 어디든 가도 돼요.	16250	You may go anywhere.
507545	그는 일찍 출발하는 것을 조언했다.	3002098	He advised us to leave early.
507546	하지만 주인공은 자신의 실수를 인식하고 있다.	328815	However the protagonist is aware of his own mistakes.
507548	나는 그녀의 일을 도왔다.	261268	I helped her with her work.
507549	우리에게 몹시 힘든 일이에요.	42353	It is a very difficult job for us.
507550	실례합니다.	433504	Excuse me.
507558	"허리가 아퍼?" "아니, 별로" "그래, 그게 불행 중 다행이야"	326726	"Does your back hurt?" "No, not really." "Oh, that's something then, isn't it?"
507565	피카소 같은 화가는 드물다.	34831	Such painters as Picasso are rare.
507602	전화는 성가실 수 있다.	279313	The telephone can be a nuisance.
507611	시야가 미치는 범위에는 라벤더가 피어 있었다.	239313	There was lavender as far as the eye could see.
507611	시야가 미치는 범위에는 라벤더가 피어 있었다.	708268	There was lavender in bloom as far as the eye could see.
507612	나는 새 차를 살 여유가 없다.	258817	I can't afford a new car.
507636	네가 어제 산 것을 내게 보여줄 수 있어?	71435	Will you show me what you bought yesterday?
507638	디마는 하룻밤에 25 남자와 자고 그다음에 그들을 죽였다.	477989	Dima slept with 25 men in one night and then killed them.
510227	사랑이 뭐야?	515085	What is love?
510260	내 생각엔 그의 제안을 고려해 볼 만하다.	287194	I think his suggestion is worth considering.
510285	푸에르토리코의 위치를 지도 위에 보여주세요.	708229	Show me where Puerto Rico is on the map.
510612	재미 있는 제안이야. 그게 좀 고려야겠다.	510590	An interesting proposal. Need to think it over.
510632	우리는 그 사슴의 발자국을 따라갔다.	247999	We followed the deer's tracks.
515083	너 스타크래프트 진짜잘하더라.	515084	You play Starcraft really well.
532207	모든 인간은 태어날 때부터 자유로우며 그 존엄과 권리에 있어 동등하다. 인간은 천부적으로 이성과 양심을 부여받았으며 서로 형제애의 정신으로 행동하여야 한다.	338182	All human beings are born free and equal in dignity and rights. They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood.
607981	산타 할아버지, 크리스마스 선물로 여자친구를 받고 싶어요	607983	Santa Claus, I want to receive a girlfriend for Christmas.
719086	색깔없는 녹색의 관념은 분노하며 잠잔다.	702472	Colorless green ideas sleep furiously.
727741	나는 사나이다.	386704	I am a man.
730661	같이 춤 좀 출까요?	3002093	Shall we dance a bit?
753586	어제 저는 책을 샀어요.	971763	Yesterday, I bought a book.
753598	여자들은 아름다워요.	1256178	Women are beautiful.
753731	여보세요?	373330	Hello!
778591	이것은 중국의 부채입니다.	426810	This is a Chinese fan.
780918	내가 그를 꽉 안아서 울었다.	780919	I hugged him tightly and cried.
780920	후회하지 않아.	780921	I don't regret it.
780922	너에게 전화를 걸고 싶었는데, 너가 안 받을까봐 결국 전화 못했어.	780923	I wanted to phone you, but I thought you wouldn't get it so I didn't phone you in the end.
780924	오늘 밤 하늘에는 별들이 아주 밝게 빛나고 있어.	780925	Tonight in the night sky, the stars are shining very brightly.
869112	이건 쉬워요.	869088	This is easy.
869113	이건 어려워요.	869091	This is difficult.
872034	저는 여자가 됐어요.	872030	I became a woman.
872035	나는 여자가 됐어.	872030	I became a woman.
906131	네가 나를 사랑하는 것 보다 내가 너를 더 사랑해.	17829	I love you more than you love me.
906132	사랑이 사랑을 어떻게 사랑할 수 있니?	477375	How can love love love?
906595	그 사람만큼 자격을 갖춘 직원은 대체하기가 어렵다.	1256183	It is difficult to replace an employee that is as qualified as he is.
906599	유감스럽게도 저는 당신의 초대를 거절해야 합니다.	1256184	Unfortunately I must decline your invitation.
906602	그들은 매월 한 번씩 연극을 보러 간다.	1256185	They go to watch a play once every month.
906613	내가 7시경에 오면 되겠습니까?	1256187	Would it suffice if I came around 7?
906615	기름이나 석탄과 같은 원자재의 가격이 계속 상승하고 있다.	1256188	The prices of raw materials such as oil or coal continue to rise.
906621	카드로도 지불할 수 있어요?	434376	Can I pay with a credit card?
907715	일석이조 (一石二鳥).	27534	To kill two birds with one stone.
907725	천리길도 한 걸음부터.	3658058	A journey of a thousand miles starts with a single step.
911134	오스트리아에서는 고속도로 사용을 위해서 통행료를 지불해야 한다.	3691714	In Austria, you have to pay to use the highway.
911153	공업 배기가스가 공기를 오염시킨다.	2833996	Industrial emissions cause air pollution.
911211	자동차를 차고에 놓어두었다.	2833987	I left the car in the garage.
911514	너 바보 아냐!	2880176	You are not an idiot!
911532	주말에 나는 슈퍼에서 아르바이트한다.	989338	I work at the supermarket on the weekends.
911958	그녀는 행복한 유년시절을 보냈다.	313577	She had a happy childhood.
911965	나는 1972년 10월 10일에 태어났다.	252433	I was born on October 10, 1972.
912386	음악 소리를 좀 줄이세요.	2833992	Please turn the music down a bit.
912395	그녀는 오른쪽 눈이 멀었다.	864801	Her right eye is blind.
912398	겨울에는 입술이 튼다.	279646	In winter, our lips get chapped.
912399	상처에서 피가 흘렀다.	3657432	The wound bled.
914559	실례합니다만, 우체국을 찾고 있습니다.	990357	Excuse me, but I'm looking for the post office.
914590	뛰어라, 네가 할 수 있는 만큼 빨리.	39510	Run as fast as you can.
915481	그 책 9쪽을 펴시오.	18406	Open your book to page nine.
915817	주목해 주시겠습니까?	22084	May I have your attention, please?
915825	중요하지 않다.	2322	It's not important.
915839	증거가 있습니까?	2834006	Is there any proof?
915855	예를 하나 들 수 있어요?	490674	Can you give me an example?
915865	1941년 12월에는 일본이 미국에게 전쟁을 선포했다.	281468	Japan declared war on the United States in December, 1941.
917426	나는 머리가 아프다.	456425	My head hurts.
917606	나는 손가락을 베었다.	1208123	I have cut my finger.
917612	거울 속을 들여다보아라.	40022	Just look in the mirror.
922001	1, 3 그리고 5는 홀수이다.	73502	One, three, and five are odd numbers.
922002	2, 4 그리고 6은 짝수이다.	72985	Two, four, six, etc. are even numbers.
922010	나는 수학을 전공하고 싶다.	258938	I want to study math.
922014	나는 사학을 전공하고 싶다.	262266	I want to study history.
922682	나는 겟테르 야니랑 죽고 싶다.	891930	I want to die with Getter Jaani.
924924	폭풍이 불 것이라고 생각한다.	326653	It seems that there will be a storm soon.
924924	폭풍이 불 것이라고 생각한다.	2833997	I think it will storm soon.
933944	그는 1분 차이로 기차를 놓쳤다.	73033	He missed the train by a minute.
934031	그들은 서로 몹시 사랑한다.	1256148	They love each other deeply.
934032	나는 그 사람을 좋아한다.	1256149	I like that person.
935557	좀더 크게 말해라.	1256153	Speak a little louder.
935561	나는 이 소음을 참을 수 없다.	1256155	I cannot stand this noise.
935576	숨울 깊이 들이마십시오.	1208128	Please take a deep breath.
935583	그는 매일 면도한다.	881385	He shaves himself every day.
937389	원문에 충실하기 보다는 노어권 독자의 이해를 위해 가독성과 작품성을 고려하며 번역했다.	1256169	The translation was made in favour of readability and literary style, as opposed to a more faithful one for the Russophonic readers' understanding.
938426	너 말을 탈 줄 아니?	15859	Can you ride a horse?
938435	나는 달에 가고 싶다.	1256131	I want to go to the moon.
938436	눈은 햇빛에 녹았다.	1256170	The snow melted in the sun.
938437	그 호수가 얼어붙었다.	277295	The pond has frozen over.
938443	바닷가로 가자.	34867	Let's go to the beach.
938498	과장하지 마!	1256172	Don't exaggerate!
938499	당신의 생각은 전적으로 옳습니다.	414383	You're completely right.
938500	오늘은 날씨가 매우 덥다.	1689	It is very hot today.
938500	오늘은 날씨가 매우 덥다.	694423	It's very hot today.
938503	그는 스페인어뿐만 아니라, 프랑스어도 말한다.	1256174	He speaks not only Spanish, but also French.
941477	오늘이 며칠이지?	332138	What is the date today?
941483	그 연주회는 몇 시에 시작하니?	54822	What time is the concert?
942124	동물을 학대해서는 안 된다.	1256175	One must not abuse animals.
942145	즐거운 성탄절!	1723	Merry Christmas!
942147	메리 크리스마스!	1723	Merry Christmas!
942157	고르셨습니까?	1256136	Have you chosen?
942169	졸업 후에 무엇을 할래?	274531	What will you do after graduation?
942323	네 입장이라면 나는 그 일을 하지 않겠다.	1256177	If I were in your position I wouldn't do that job.
942325	그 사람 어디 있지?	698966	Where is he?
942353	아이티의 수도는 이름이 무엇입니까?	798246	What is the capital of Haiti?
942427	봉투 필요하세요?	1037336	Do you need an envelope?
942847	나는 미국문학에 관심이 있다.	253022	I am interested in American literature.
942859	그는 노어를 완벽하게 구사한다.	293373	He speaks Russian perfectly.
943234	내가 금방 다시 전화해 줄게.	52249	I'll call you back soon.
943237	나중에 보자!	360558	See you later!
943244	이 자동차는 누구 것이지?	55518	Whose car is this?
943247	세계의 가장 긴 강의 이름이 뭐지?	271112	What is the longest river in the world?
943260	콜럼버스가 아메리카 대륙을 발견했다.	54861	Columbus discovered America.
947984	그 제안은 매우 좋게 들린다.	36515	That sounds like a fairly good proposal.
948486	다음 관광 여행이 언제예요?	923829	When is the next guided tour?
952405	그는 살인죄로 기소되었다.	296957	He was accused of murder.
952483	살인자는 살인을 자백했다.	858222	The murderer confessed his crime.
952507	그는 보통 8시에 출근한다.	289189	He usually goes to work at 8 a.m.
952567	나는 돈이 없어.	868955	I don't have money.
952583	시간이 단지 조금밖에 없어요.	67688	I do not have much time.
957286	축하합니다!	1437	Congratulations!
957288	너희들의 결혼을 축하해요.	238681	Let me congratulate you on your marriage.
957623	그는 왼팔을 부러뜨렸다.	296680	He broke his left arm.
959980	너 수영할 수 있니?	16300	Can you swim?
959992	숲에는 야생동물들이 있다.	324123	Wild animals live in the forest.
961587	우리 아파트는 조용하고 깨끗해요	961723	My apartment is quiet and clean.
961588	카나다는 너무 크고 사람이 많아요.	961739	Canada is really big and there are lots of people.
961589	머리가 길어져요	961737	My hair is getting long.
961593	저는 학생입니다.	567368	I'm a student.
961606	날씨가 추워졌어요.	961734	The weather got cold.
961610	한국말을 이해하시지요?	961732	You understand Korean, don't you?
961612	친구는 도서관에 공부하러 와요	961729	Friends come back to the library to study.
961613	보통 몇 시에 아침에 드셔요?	1144163	What time do you usually eat breakfast?
961614	주말에 잘 보냈죠?	961727	You had a good weekend, didn't you?
961615	요즘에는 운동을 별로 안 해요.	1256117	I don't exercise a lot these days.
961616	유미 씨는 갈수록 한국어를 잘 해요.	961726	Yumi keeps getting better at Korean.
961617	갈수록 추워요.	961725	It's got cold.
961619	컴퓨터가 도서관에있어요.	961724	The computer is in the library.
961638	존이 공항에 있어요.	961641	John is at the airport.
961658	토마스한테 전화해요.	961659	I phone Thomas.
961661	화요일에 만나요.	961663	Let's meet on Tuesday.
961668	한 상자에 얼마예요?	961669	How much is it per box?
961673	주소하고 집 전화 번호를 쓰세요.	961675	Write the address and the home phone number.
961686	앤드류가 학교에서 린다를 만나요.	961687	Andrew meets Linda at school.
961689	고양이한테 우유를 줬어요.	961690	I gave the milk to the cat.
961695	이 편지를 할아버지께 보냈습니다.	961696	I sent this letter to grandfather.
961697	나오꼬만 커피를 마셔요.	961698	Only Naoko drinks coffee.
961701	이부가 커피만 마셔요.	961702	Eve drinks only coffee.
961705	나는 도서관에서만 공부해요.	961706	I only study in the library.
961710	집에서 TV나 볼 거예요.	961711	I'll watch TV at home or something.
961712	비디오 게임 이나 해요.	961713	Let's play video games or something.
961714	차로 몇 시간이나 걸려요?	961715	About how many hours does it take by car?
961716	커피를 못 마십니다.	961717	I can't drink coffee.
961720	한국어를 배우고 싶어요.	961721	I want to learn Korean.
961880	선생님을 만나고 싶어요.	961881	I want to meet the teacher.
961888	한국 음식을 먹고 싶어요.	961889	I want to eat Korean food.
961905	무슨 영화를 보고 싶어요?	961906	What kind of movie do you want to watch?
961914	이번 주말에 뭐 먹고 싶어요?	961916	What do you want to eat this weekend?
961922	제니가 집에 가고 싶어해요?	961923	Does Jenny want to go home?
961936	존이 한국 영화를 보고 싶어해요?	961938	Does John want to see a Korean movie?
961943	책을 읽고 싶었어요	961945	I wanted to read a book.
961953	중국에 가고 싶었어요	961954	I wanted to go to China.
961977	어디에 가고 싶어해요?	38104	Where do you want to go?
961978	어디에 가고 싶으세요?	38104	Where do you want to go?
961984	저는 일본어 선생님이 되고 싶어요.	259825	I want to become a teacher of Japanese.
961988	피터는 의사가 되고 싶어했어요.	961990	Peter wanted to become a doctor.
961992	토마스가 영화를 보고 있어요	961993	Thomas is watching a movie.
961994	제시카가 노래를 부르고 있었어요.	961995	Jessica was singing a song.
961996	교수님이 전화를 하고 계세요.	961997	The professor is making a phone call.
961998	어머니가 케이크를 만들고 계세요.	961999	Mom is making a cake.
962001	내익 일찍 일어날 거예요.	962002	I will probably get up early tomorrow.
962005	저녁은 뭘 만들까요?	962006	I wonder what I should make for dinner.
962044	테드가 어느 대학을 갈까요?	962045	Which university do you think Ted will go to?
963302	저도 한국에 갈까 해요	963303	I'm also thinking of going to Korea.
963304	저녁을 5 시에 막을까 해요.	963305	I'm thinking of having dinner at 5.
963309	일찍 일어났어요.	259164	I got up early.
963312	어제는 일찍 일어났어요.	257789	I got up early yesterday.
963313	아마 오늘 밤에 도착할 거예요.	963314	Maybe he will arrive tonight.
963660	도서관 책에 낙서를 하지 마십시오.	963650	Please do not write in this library book.
963676	순이가 놀아요.	963677	Suni is playing.
963697	산이 파랗습니다.	963699	The mountain is green.
963713	한국말을 배우기가 힘들죠.	989331	Learning Korean is difficult.
963743	거기에 논리가 어디 있지?	1010103	Where is the logic in that?
963784	이 영화는 좋은 비평을 받았다.	49551	The film received favourable criticism.
967185	거의 다 왔어요	71664	We're almost there.
967189	거의 다 헸습니다.	2040	I'm almost done.
967193	수영을 거의 매일 합니다.	967194	I swim almost every day.
967195	이리 오십시오.	967196	Please come this way.
969792	2 곱하기 7의 결과는 14이다.	945547	Two times seven is fourteen.
971048	전화 좀 써도 되겠습니까?	434374	Can I make a phone call?
971052	그는 전화를 기다리고 있다.	288248	He is waiting for a telephone call.
973856	주장을 증명할 수 있습니까?	1010102	Can you prove the allegations?
973867	전쟁은 우리 모두와 연관된다.	273306	War concerns us all.
973930	택시 한 대만 불러 주시겠습니까?	40946	Would you like me to call a taxi?
978598	그것은 도덕적인 문제이다.	42205	It is a moral question.
978601	그는 좋은 사람이다.	2368	He's a good person.
978608	전혀 위험을 감수하지 않으면, 아무 것도 얻을 수 없다.	728829	One who doesn't take risks will not win.
978623	신의 존재를 믿니?	15971	Do you believe in God?
978625	나는 신의 존재를 믿지 않는다.	258847	I do not believe in the existence of God.
978628	나는 무신론자이다.	379739	I'm an atheist.
978634	그들은 죽은 후의 삶이 있다고 믿는다.	307653	They believe in a life after death.
978643	자기가 잘못했다고 생각한다.	65627	I feel guilty.
978647	오류를 범하는 것은 인간의 속성이다.	432440	To err is human.
978652	신이 세상을 창조하였다.	269624	God created the world.
978656	종교를 가지고 계십니까?	69620	Do you believe in any religion?
978660	그것을 너는 후회할 것이다.	241720	You will yet regret it.
978666	이것은 고딕 양식의 교회이다.	48693	The church is built in Gothic style.
978672	5시에 만나자.	1010094	Let's meet at five.
978685	그의 목소리는 전화에서 매우 피곤하게 들렸다.	1010093	He sounded very tired on the phone.
978693	문법은 매우 복잡하다.	990384	Grammar is very complicated.
978800	질문해도 되겠습니까?	265034	Do you mind if I ask you a question?
981083	파란 장미는 아주 아름답습니다.	981045	The blue roses are very beautiful.
981104	안녕하세요, 저는 낸시예요.	242649	Hello, I am Nancy.
982191	제가 어른이되면, 나는 영어 교사가되고 싶어요.	275479	When I grow up, I want to be an English teacher.
982218	호박은 녹색입니다.	851834	Courgettes are green.
982251	저 고양이가 갈색입니다.	982233	That cat is brown.
982266	이 책은 당신 소속인가?	57052	Does this book belong to you?
982274	괜찮으세요?	982273	Are you alright?
983605	집은 추위입니다.	587949	The house is cold.
983635	전 많은 꿈을했습니다.	602516	I have a lot of dreams.
983679	이것은 말입니다.	983650	This is a horse.
983696	아버지는 좋은 사람입니다.	762160	Father is a good person.
983975	당신은 그녀의 아버지를 알고 있나요?	983937	Do you know her father?
1003651	한국에 가고 싶어요.	1010083	I want to go to Korea.
1004977	비가 그쳤다.	26695	It has stopped raining.
1004986	그녀는 기분이 아주 좋다.	1208118	She is in a very good mood.
1007991	그는 자기 일을 잃었다.	298928	He has lost his job.
1007995	이 자전거는 누구 것이지?	55517	Whose bicycle is this?
1007996	이 우산은 누구 것이지?	55519	Whose umbrella is this?
1007999	뉴욕에서부터 런던까지는 거리가 얼마나 됩니까?	35937	How far is it from New York to London?
1008000	공항에서부터 호텔까지는 거리가 얼마나 됩니까?	18223	How far is it from the airport to the hotel?
1008001	오사카에서부터 교토까지는 거리가 얼마나 됩니까?	275676	How far is it from Osaka to Kyoto?
1008003	슬론 스퀘어로 가는 다음 기차가 언제 있습니까?	51379	When is the next train to Sloane Square?
1008051	5 더하기 2는 7이다.	1010064	Five plus two equals seven.
1008598	영어 알파벳은 몇 개의 글자로 되어 있습니까?	967742	How many letters are there in the English alphabet?
1008599	러시아어 알파벳은 몇 개의 글자로 되어 있어요?	719916	How many letters does the Russian alphabet have?
1008600	알파벳은 몇 개의 글자로 되어 있습니까?	67289	How many letters are there in the alphabet?
1008603	세탁기가 고장났다.	45721	The washing machine is out of order.
1008612	나는 그녀에게 긴 편지를 썼다.	261206	I wrote a long letter to her.
1008620	이 편지를 등기로 보내고 싶어요.	58640	I want to have this letter registered.
1008623	내 생일은 3월 22일이다.	251418	My birthday is on March 22.
1008624	내 생일은 11월 10일이다.	456405	My birthday is November 10th.
1008628	그는 힘든 삶을 사랐다.	291802	He lived a hard life.
1008629	그녀는 힘든 삶을 살았다.	462418	She's had a hard life.
1009264	제 이름은 잭입니다.	1646	My name is Jack.
1010419	나는 로마의 역사에 관한 책을 찾고 있다.	29420	I'm looking for books on Roman history.
1010421	존은 일본 역사에 관한 책을 찾고 있다.	52534	John is looking for a book on Japanese history.
1010423	나는 중세 스페인에 관한 책을 찾고 있다.	455909	I'm looking for a book about medieval Spain.
1013196	어떻게 작동하지?	715034	How does this work?
1013205	이 카메라가 어떻게 작동하지?	461164	How does this camera work?
1013211	문은 자동으로 닫힌다.	50211	The door locks automatically.
1013281	우리는 3시에 만난다.	680274	We'll meet at 3:00 p.m.
1013305	그녀는 목소리가 아주 좋다.	1037301	She has a very good voice.
1013327	나는 귀먹지 않았어.	758175	I am not deaf.
1013387	숨은 코로 쉬어라.	318197	Please breathe through your nose.
1013399	그녀를 오랫동안 쳐다보았다.	302735	He gave her a fond look.
1015608	외야수는 그 공을 받을 수 없었다.	324122	The fielder failed to catch the ball.
1015612	나는 매일 2시간 동안 운동을 한다.	1037299	I exercise for two hours every day.
1015636	슬퍼하지 마라.	317756	Don't be sad.
1015637	그녀의 눈에 눈물이 고였다.	2834007	Her eyes welled up with tears.
1022637	더 시간이 필요해요.	436863	I need more time.
1022653	생각보다 쉽지 않군.	1256144	Not as easy as I thought.
1023024	연락하고 지내요.	56278	Let's keep in touch.
1036488	다시 한번 해봐.	433593	Try it once more.
1043438	내가 사랑 오크어 언어입니다.	1031102	I like the Occitan language.
1051935	그 커피는 냄새가 좋다.	50495	That coffee smells good.
1051936	냄새가 좋다.	464206	This smells good.
1051939	가스 냄새가 난다.	681055	I smell gas.
1051939	가스 냄새가 난다.	3658992	It smells like gas.
1054233	네.	477086	Yes.
1054255	저는 Tom Hunter입니다.	33513	I'm Tom Hunter.
1054266	이것은 DVD이에요.	392212	This is a DVD.
1054272	너는 사람이야.	433601	You're a person.
1054275	우리는 사람입니다.	247772	We are human.
1054278	그는 왔어!	790518	He has come!
1067312	계산서를 주세요.	21098	Check, please.
1078300	안녕하세요세계	398746	Hello, world!
1084668	어디에 가요?	371443	Where are you going to?
1084668	어디에 가요?	416367	Where are you going?
1106813	지금 나 누구랑 얘기하니?	1577852	Who am I currently speaking to?
1108450	당신의 얼굴에 축하합니다.	1099156	Congratulations on your face.
1123385	안녕하세요,예약을 했는데요, 제이름은 카오리 요시카와 입니다. 확인카드는 여기있습니다.	19978	Hello, I have a reservation, my name is Kaori Yoshikawa. Here is the confirmation card.
1169267	공부 해!	320395	Study!
1187578	이 학생들이 한국사람이다.	1098155	Those students are Korean.
1195876	그는 아주 성실해요.	292122	He is very honest.
1197742	인간은 이성이 있는 동물이에요.	3114635	Man is a rational animal.
1197746	지구는 하나의 행성입니다.	681736	Earth is a planet.
